"cd ad pstcd","total","date"
3,1,2022-04-01
820,1,2022-04-01
2000,46,2022-04-01
2009,1,2022-04-01
2060,11,2022-04-01
2064,22,2022-04-01
2065,35,2022-04-01
2073,6,2022-04-01
2080,20,2022-04-01
2085,2,2022-04-01
2095,1,2022-04-01
2100,1,2022-04-01
2102,4,2022-04-01
2103,1,2022-04-01
2113,2,2022-04-01
2121,1,2022-04-01
2127,2,2022-04-01
2138,3,2022-04-01
2141,5,2022-04-01
2148,2,2022-04-01
2153,1,2022-04-01
2154,1,2022-04-01
2164,1,2022-04-01
2170,1,2022-04-01
2190,1,2022-04-01
2198,2,2022-04-01
2208,2,2022-04-01
2209,14,2022-04-01
2212,13,2022-04-01
2217,1,2022-04-01
2224,1,2022-04-01
2230,1,2022-04-01
2231,1,2022-04-01
2250,1,2022-04-01
2565,1,2022-04-01
2612,1,2022-04-01
2640,16,2022-04-01
2641,5,2022-04-01
2642,2,2022-04-01
2644,1,2022-04-01
2645,1,2022-04-01
2646,1,2022-04-01
2647,1,2022-04-01
2650,1,2022-04-01
2660,1,2022-04-01
2680,3,2022-04-01
2714,4,2022-04-01
2731,2,2022-04-01
2732,2,2022-04-01
2738,1,2022-04-01
2739,3,2022-04-01
2747,1,2022-04-01
2750,2,2022-04-01
2765,1,2022-04-01
2795,1,2022-04-01
3000,363,2022-04-01
3001,2,2022-04-01
3002,73,2022-04-01
3003,16,2022-04-01
3004,202,2022-04-01
3005,5,2022-04-01
3006,203,2022-04-01
3008,66,2022-04-01
3011,46,2022-04-01
3012,57,2022-04-01
3013,26,2022-04-01
3015,44,2022-04-01
3016,34,2022-04-01
3018,46,2022-04-01
3019,87,2022-04-01
3020,109,2022-04-01
3021,70,2022-04-01
3022,3,2022-04-01
3023,196,2022-04-01
3024,80,2022-04-01
3025,28,2022-04-01
3026,110,2022-04-01
3027,25,2022-04-01
3028,57,2022-04-01
3029,480,2022-04-01
3030,348,2022-04-01
3031,26,2022-04-01
3032,60,2022-04-01
3033,47,2022-04-01
3034,27,2022-04-01
3036,17,2022-04-01
3037,126,2022-04-01
3038,72,2022-04-01
3039,53,2022-04-01
3040,83,2022-04-01
3041,103,2022-04-01
3042,39,2022-04-01
3043,386,2022-04-01
3044,61,2022-04-01
3045,9,2022-04-01
3046,67,2022-04-01
3047,31,2022-04-01
3048,23,2022-04-01
3049,31,2022-04-01
3050,5,2022-04-01
3051,26,2022-04-01
3052,20,2022-04-01
3053,45,2022-04-01
3054,13,2022-04-01
3055,10,2022-04-01
3056,135,2022-04-01
3057,16,2022-04-01
3058,65,2022-04-01
3059,74,2022-04-01
3060,28,2022-04-01
3061,79,2022-04-01
3062,27,2022-04-01
3063,1,2022-04-01
3064,340,2022-04-01
3065,17,2022-04-01
3066,36,2022-04-01
3067,25,2022-04-01
3068,23,2022-04-01
3070,20,2022-04-01
3071,26,2022-04-01
3072,129,2022-04-01
3073,84,2022-04-01
3074,60,2022-04-01
3075,40,2022-04-01
3076,121,2022-04-01
3078,46,2022-04-01
3079,51,2022-04-01
3081,34,2022-04-01
3082,77,2022-04-01
3083,95,2022-04-01
3084,44,2022-04-01
3085,23,2022-04-01
3087,15,2022-04-01
3088,63,2022-04-01
3089,37,2022-04-01
3090,9,2022-04-01
3091,4,2022-04-01
3093,10,2022-04-01
3094,25,2022-04-01
3095,58,2022-04-01
3096,4,2022-04-01
3097,1,2022-04-01
3099,10,2022-04-01
3101,55,2022-04-01
3102,26,2022-04-01
3103,46,2022-04-01
3104,50,2022-04-01
3105,15,2022-04-01
3106,50,2022-04-01
3107,20,2022-04-01
3108,181,2022-04-01
3109,97,2022-04-01
3111,30,2022-04-01
3113,23,2022-04-01
3114,11,2022-04-01
3115,23,2022-04-01
3116,33,2022-04-01
3121,283,2022-04-01
3122,58,2022-04-01
3123,37,2022-04-01
3124,70,2022-04-01
3125,80,2022-04-01
3126,25,2022-04-01
3127,36,2022-04-01
3128,56,2022-04-01
3129,35,2022-04-01
3130,79,2022-04-01
3131,74,2022-04-01
3132,31,2022-04-01
3133,48,2022-04-01
3134,108,2022-04-01
3135,43,2022-04-01
3136,144,2022-04-01
3137,51,2022-04-01
3138,50,2022-04-01
3139,50,2022-04-01
3140,58,2022-04-01
3141,57,2022-04-01
3142,44,2022-04-01
3143,20,2022-04-01
3144,77,2022-04-01
3145,50,2022-04-01
3146,53,2022-04-01
3147,30,2022-04-01
3148,21,2022-04-01
3149,106,2022-04-01
3150,189,2022-04-01
3151,43,2022-04-01
3152,86,2022-04-01
3153,83,2022-04-01
3154,9,2022-04-01
3155,45,2022-04-01
3156,165,2022-04-01
3158,18,2022-04-01
3159,5,2022-04-01
3160,15,2022-04-01
3161,30,2022-04-01
3162,28,2022-04-01
3163,55,2022-04-01
3164,1,2022-04-01
3165,58,2022-04-01
3166,78,2022-04-01
3167,23,2022-04-01
3168,79,2022-04-01
3169,42,2022-04-01
3170,290,2022-04-01
3171,49,2022-04-01
3172,48,2022-04-01
3173,90,2022-04-01
3174,66,2022-04-01
3175,268,2022-04-01
3177,15,2022-04-01
3178,99,2022-04-01
3179,23,2022-04-01
3180,33,2022-04-01
3181,26,2022-04-01
3182,35,2022-04-01
3183,19,2022-04-01
3184,21,2022-04-01
3185,68,2022-04-01
3186,62,2022-04-01
3187,45,2022-04-01
3188,37,2022-04-01
3189,61,2022-04-01
3190,23,2022-04-01
3191,29,2022-04-01
3192,126,2022-04-01
3193,44,2022-04-01
3194,26,2022-04-01
3195,142,2022-04-01
3196,72,2022-04-01
3197,25,2022-04-01
3198,52,2022-04-01
3199,185,2022-04-01
3200,8,2022-04-01
3201,103,2022-04-01
3202,15,2022-04-01
3204,84,2022-04-01
3205,92,2022-04-01
3206,24,2022-04-01
3207,189,2022-04-01
3211,8,2022-04-01
3212,95,2022-04-01
3213,13,2022-04-01
3214,46,2022-04-01
3215,50,2022-04-01
3216,141,2022-04-01
3217,86,2022-04-01
3218,42,2022-04-01
3219,37,2022-04-01
3220,200,2022-04-01
3221,16,2022-04-01
3222,63,2022-04-01
3223,54,2022-04-01
3224,44,2022-04-01
3225,16,2022-04-01
3226,45,2022-04-01
3227,18,2022-04-01
3228,96,2022-04-01
3230,12,2022-04-01
3231,1,2022-04-01
3232,3,2022-04-01
3233,9,2022-04-01
3234,1,2022-04-01
3235,1,2022-04-01
3239,3,2022-04-01
3240,13,2022-04-01
3241,11,2022-04-01
3242,3,2022-04-01
3243,3,2022-04-01
3249,15,2022-04-01
3250,47,2022-04-01
3251,1,2022-04-01
3260,16,2022-04-01
3264,12,2022-04-01
3265,10,2022-04-01
3266,12,2022-04-01
3267,1,2022-04-01
3268,5,2022-04-01
3271,3,2022-04-01
3272,7,2022-04-01
3273,1,2022-04-01
3275,1,2022-04-01
3276,1,2022-04-01
3277,8,2022-04-01
3278,3,2022-04-01
3280,140,2022-04-01
3281,6,2022-04-01
3282,10,2022-04-01
3283,11,2022-04-01
3284,17,2022-04-01
3285,1,2022-04-01
3287,2,2022-04-01
3289,6,2022-04-01
3292,2,2022-04-01
3294,10,2022-04-01
3300,42,2022-04-01
3301,9,2022-04-01
3303,2,2022-04-01
3304,8,2022-04-01
3305,52,2022-04-01
3311,10,2022-04-01
3312,6,2022-04-01
3314,1,2022-04-01
3315,8,2022-04-01
3317,1,2022-04-01
3318,2,2022-04-01
3319,2,2022-04-01
3321,4,2022-04-01
3324,2,2022-04-01
3325,3,2022-04-01
3328,9,2022-04-01
3329,1,2022-04-01
3330,2,2022-04-01
3331,29,2022-04-01
3332,2,2022-04-01
3333,3,2022-04-01
3334,2,2022-04-01
3335,31,2022-04-01
3336,79,2022-04-01
3337,120,2022-04-01
3338,86,2022-04-01
3340,109,2022-04-01
3341,7,2022-04-01
3342,22,2022-04-01
3345,7,2022-04-01
3350,187,2022-04-01
3351,33,2022-04-01
3352,87,2022-04-01
3355,131,2022-04-01
3356,49,2022-04-01
3357,9,2022-04-01
3358,8,2022-04-01
3360,3,2022-04-01
3361,5,2022-04-01
3363,7,2022-04-01
3364,6,2022-04-01
3370,5,2022-04-01
3371,3,2022-04-01
3373,6,2022-04-01
3374,2,2022-04-01
3375,1,2022-04-01
3377,25,2022-04-01
3379,4,2022-04-01
3380,23,2022-04-01
3381,4,2022-04-01
3385,1,2022-04-01
3387,1,2022-04-01
3388,3,2022-04-01
3390,4,2022-04-01
3392,2,2022-04-01
3393,5,2022-04-01
3395,3,2022-04-01
3396,1,2022-04-01
3400,52,2022-04-01
3401,21,2022-04-01
3402,1,2022-04-01
3407,2,2022-04-01
3409,1,2022-04-01
3412,1,2022-04-01
3414,5,2022-04-01
3418,5,2022-04-01
3419,2,2022-04-01
3420,1,2022-04-01
3423,1,2022-04-01
3424,2,2022-04-01
3427,23,2022-04-01
3429,115,2022-04-01
3430,3,2022-04-01
3431,17,2022-04-01
3433,1,2022-04-01
3434,27,2022-04-01
3435,10,2022-04-01
3437,38,2022-04-01
3438,7,2022-04-01
3440,6,2022-04-01
3441,3,2022-04-01
3442,25,2022-04-01
3444,28,2022-04-01
3446,1,2022-04-01
3447,3,2022-04-01
3448,2,2022-04-01
3450,15,2022-04-01
3451,19,2022-04-01
3453,10,2022-04-01
3458,14,2022-04-01
3460,5,2022-04-01
3461,10,2022-04-01
3462,7,2022-04-01
3463,10,2022-04-01
3464,6,2022-04-01
3465,28,2022-04-01
3467,4,2022-04-01
3472,2,2022-04-01
3475,1,2022-04-01
3477,10,2022-04-01
3478,6,2022-04-01
3480,1,2022-04-01
3483,4,2022-04-01
3485,2,2022-04-01
3487,1,2022-04-01
3488,1,2022-04-01
3490,3,2022-04-01
3491,1,2022-04-01
3494,3,2022-04-01
3496,22,2022-04-01
3498,21,2022-04-01
3500,121,2022-04-01
3501,30,2022-04-01
3502,2,2022-04-01
3505,14,2022-04-01
3509,1,2022-04-01
3512,2,2022-04-01
3515,12,2022-04-01
3516,1,2022-04-01
3517,7,2022-04-01
3518,3,2022-04-01
3521,1,2022-04-01
3522,1,2022-04-01
3523,11,2022-04-01
3525,5,2022-04-01
3527,2,2022-04-01
3530,1,2022-04-01
3533,5,2022-04-01
3537,1,2022-04-01
3540,1,2022-04-01
3544,4,2022-04-01
3546,3,2022-04-01
3549,5,2022-04-01
3550,120,2022-04-01
3551,143,2022-04-01
3552,2,2022-04-01
3555,60,2022-04-01
3556,41,2022-04-01
3557,4,2022-04-01
3558,4,2022-04-01
3561,18,2022-04-01
3562,2,2022-04-01
3563,5,2022-04-01
3564,71,2022-04-01
3565,2,2022-04-01
3566,2,2022-04-01
3567,1,2022-04-01
3568,19,2022-04-01
3570,2,2022-04-01
3572,1,2022-04-01
3573,2,2022-04-01
3575,6,2022-04-01
3576,1,2022-04-01
3579,14,2022-04-01
3580,3,2022-04-01
3584,8,2022-04-01
3585,64,2022-04-01
3586,5,2022-04-01
3588,1,2022-04-01
3591,1,2022-04-01
3594,4,2022-04-01
3595,2,2022-04-01
3596,1,2022-04-01
3597,1,2022-04-01
3608,13,2022-04-01
3610,3,2022-04-01
3612,7,2022-04-01
3616,21,2022-04-01
3617,4,2022-04-01
3618,3,2022-04-01
3620,27,2022-04-01
3621,10,2022-04-01
3623,2,2022-04-01
3624,1,2022-04-01
3629,22,2022-04-01
3630,130,2022-04-01
3631,56,2022-04-01
3632,2,2022-04-01
3633,2,2022-04-01
3634,8,2022-04-01
3635,2,2022-04-01
3636,18,2022-04-01
3637,1,2022-04-01
3638,6,2022-04-01
3640,4,2022-04-01
3641,5,2022-04-01
3644,31,2022-04-01
3646,1,2022-04-01
3658,25,2022-04-01
3659,3,2022-04-01
3660,48,2022-04-01
3662,5,2022-04-01
3664,7,2022-04-01
3666,19,2022-04-01
3669,6,2022-04-01
3670,4,2022-04-01
3672,26,2022-04-01
3673,5,2022-04-01
3675,8,2022-04-01
3677,51,2022-04-01
3678,34,2022-04-01
3682,4,2022-04-01
3683,12,2022-04-01
3685,13,2022-04-01
3687,5,2022-04-01
3688,5,2022-04-01
3690,209,2022-04-01
3691,43,2022-04-01
3695,1,2022-04-01
3697,1,2022-04-01
3698,1,2022-04-01
3699,1,2022-04-01
3700,3,2022-04-01
3701,3,2022-04-01
3705,2,2022-04-01
3707,3,2022-04-01
3709,1,2022-04-01
3711,1,2022-04-01
3713,14,2022-04-01
3714,14,2022-04-01
3715,2,2022-04-01
3717,10,2022-04-01
3718,1,2022-04-01
3719,5,2022-04-01
3720,10,2022-04-01
3722,32,2022-04-01
3723,14,2022-04-01
3724,1,2022-04-01
3725,4,2022-04-01
3727,3,2022-04-01
3728,2,2022-04-01
3730,45,2022-04-01
3732,4,2022-04-01
3733,2,2022-04-01
3735,4,2022-04-01
3737,17,2022-04-01
3739,1,2022-04-01
3740,2,2022-04-01
3741,24,2022-04-01
3744,1,2022-04-01
3746,1,2022-04-01
3747,16,2022-04-01
3749,5,2022-04-01
3750,55,2022-04-01
3751,1,2022-04-01
3752,76,2022-04-01
3753,20,2022-04-01
3754,142,2022-04-01
3756,57,2022-04-01
3757,41,2022-04-01
3758,11,2022-04-01
3759,4,2022-04-01
3760,2,2022-04-01
3761,1,2022-04-01
3762,2,2022-04-01
3763,3,2022-04-01
3764,39,2022-04-01
3765,22,2022-04-01
3766,3,2022-04-01
3767,10,2022-04-01
3770,13,2022-04-01
3775,12,2022-04-01
3777,28,2022-04-01
3778,1,2022-04-01
3781,14,2022-04-01
3782,27,2022-04-01
3783,5,2022-04-01
3787,2,2022-04-01
3788,8,2022-04-01
3789,1,2022-04-01
3791,2,2022-04-01
3792,1,2022-04-01
3793,9,2022-04-01
3795,8,2022-04-01
3796,27,2022-04-01
3797,6,2022-04-01
3799,15,2022-04-01
3802,38,2022-04-01
3803,50,2022-04-01
3804,25,2022-04-01
3805,159,2022-04-01
3806,217,2022-04-01
3807,21,2022-04-01
3808,9,2022-04-01
3809,81,2022-04-01
3810,162,2022-04-01
3812,14,2022-04-01
3813,3,2022-04-01
3814,10,2022-04-01
3815,22,2022-04-01
3816,12,2022-04-01
3818,50,2022-04-01
3820,85,2022-04-01
3821,7,2022-04-01
3822,2,2022-04-01
3823,3,2022-04-01
3824,17,2022-04-01
3825,61,2022-04-01
3831,7,2022-04-01
3832,1,2022-04-01
3835,2,2022-04-01
3840,36,2022-04-01
3842,12,2022-04-01
3844,131,2022-04-01
3847,8,2022-04-01
3850,47,2022-04-01
3851,35,2022-04-01
3854,4,2022-04-01
3856,7,2022-04-01
3857,2,2022-04-01
3858,14,2022-04-01
3859,7,2022-04-01
3860,23,2022-04-01
3862,10,2022-04-01
3865,2,2022-04-01
3869,6,2022-04-01
3870,6,2022-04-01
3871,9,2022-04-01
3873,3,2022-04-01
3874,1,2022-04-01
3875,90,2022-04-01
3878,2,2022-04-01
3880,13,2022-04-01
3882,8,2022-04-01
3885,8,2022-04-01
3886,2,2022-04-01
3887,2,2022-04-01
3888,4,2022-04-01
3890,2,2022-04-01
3896,1,2022-04-01
3898,2,2022-04-01
3900,1,2022-04-01
3902,2,2022-04-01
3903,4,2022-04-01
3904,5,2022-04-01
3909,36,2022-04-01
3910,74,2022-04-01
3911,12,2022-04-01
3912,58,2022-04-01
3913,13,2022-04-01
3915,30,2022-04-01
3918,13,2022-04-01
3919,11,2022-04-01
3920,3,2022-04-01
3921,1,2022-04-01
3922,40,2022-04-01
3923,10,2022-04-01
3925,21,2022-04-01
3926,8,2022-04-01
3927,5,2022-04-01
3928,3,2022-04-01
3929,2,2022-04-01
3930,69,2022-04-01
3931,123,2022-04-01
3933,7,2022-04-01
3934,68,2022-04-01
3936,48,2022-04-01
3937,3,2022-04-01
3938,8,2022-04-01
3939,52,2022-04-01
3940,8,2022-04-01
3941,30,2022-04-01
3942,8,2022-04-01
3943,7,2022-04-01
3944,4,2022-04-01
3945,7,2022-04-01
3950,13,2022-04-01
3951,1,2022-04-01
3953,28,2022-04-01
3954,2,2022-04-01
3956,11,2022-04-01
3957,1,2022-04-01
3958,2,2022-04-01
3959,1,2022-04-01
3960,8,2022-04-01
3962,2,2022-04-01
3966,6,2022-04-01
3967,1,2022-04-01
3971,19,2022-04-01
3975,61,2022-04-01
3976,51,2022-04-01
3977,345,2022-04-01
3978,165,2022-04-01
3979,1,2022-04-01
3980,16,2022-04-01
3981,28,2022-04-01
3984,36,2022-04-01
3987,3,2022-04-01
3988,1,2022-04-01
3990,1,2022-04-01
3992,4,2022-04-01
3995,32,2022-04-01
3996,26,2022-04-01
4005,3,2022-04-01
4019,1,2022-04-01
4076,1,2022-04-01
4101,1,2022-04-01
4107,37,2022-04-01
4115,1,2022-04-01
4132,1,2022-04-01
4170,2,2022-04-01
4172,3,2022-04-01
4178,2,2022-04-01
4207,2,2022-04-01
4218,1,2022-04-01
4556,1,2022-04-01
4650,1,2022-04-01
4670,2,2022-04-01
4803,1,2022-04-01
4859,1,2022-04-01
5000,6,2022-04-01
5033,16,2022-04-01
5163,1,2022-04-01
5290,4,2022-04-01
5950,11,2022-04-01
6000,1,2022-04-01
6004,1,2022-04-01
6009,1,2022-04-01
6065,3,2022-04-01
6106,5,2022-04-01
6111,1,2022-04-01
7000,36,2022-04-01
7025,1,2022-04-01
7277,1,2022-04-01
820,1,2022-02-01
837,1,2022-02-01
2000,27,2022-02-01
2009,1,2022-02-01
2020,16,2022-02-01
2060,1,2022-02-01
2064,28,2022-02-01
2065,22,2022-02-01
2067,1,2022-02-01
2073,15,2022-02-01
2080,4,2022-02-01
2093,4,2022-02-01
2103,1,2022-02-01
2113,6,2022-02-01
2128,2,2022-02-01
2130,1,2022-02-01
2138,2,2022-02-01
2148,2,2022-02-01
2153,5,2022-02-01
2163,1,2022-02-01
2170,2,2022-02-01
2190,1,2022-02-01
2198,3,2022-02-01
2209,10,2022-02-01
2210,1,2022-02-01
2211,3,2022-02-01
2212,1,2022-02-01
2214,1,2022-02-01
2230,1,2022-02-01
2294,1,2022-02-01
2300,1,2022-02-01
2533,1,2022-02-01
2548,1,2022-02-01
2575,1,2022-02-01
2609,1,2022-02-01
2617,1,2022-02-01
2640,33,2022-02-01
2641,5,2022-02-01
2642,1,2022-02-01
2643,1,2022-02-01
2644,1,2022-02-01
2646,2,2022-02-01
2647,2,2022-02-01
2650,3,2022-02-01
2681,1,2022-02-01
2710,1,2022-02-01
2712,1,2022-02-01
2713,2,2022-02-01
2715,1,2022-02-01
2716,1,2022-02-01
2731,3,2022-02-01
2735,2,2022-02-01
2738,1,2022-02-01
2739,1,2022-02-01
2780,1,2022-02-01
2795,1,2022-02-01
3000,441,2022-02-01
3001,2,2022-02-01
3002,86,2022-02-01
3003,23,2022-02-01
3004,263,2022-02-01
3005,1,2022-02-01
3006,219,2022-02-01
3008,83,2022-02-01
3011,50,2022-02-01
3012,79,2022-02-01
3013,46,2022-02-01
3015,50,2022-02-01
3016,41,2022-02-01
3018,49,2022-02-01
3019,30,2022-02-01
3020,96,2022-02-01
3021,97,2022-02-01
3022,13,2022-02-01
3023,213,2022-02-01
3024,84,2022-02-01
3025,43,2022-02-01
3026,138,2022-02-01
3027,28,2022-02-01
3028,41,2022-02-01
3029,520,2022-02-01
3030,344,2022-02-01
3031,47,2022-02-01
3032,84,2022-02-01
3033,53,2022-02-01
3034,25,2022-02-01
3036,9,2022-02-01
3037,129,2022-02-01
3038,82,2022-02-01
3039,48,2022-02-01
3040,90,2022-02-01
3041,131,2022-02-01
3042,85,2022-02-01
3043,317,2022-02-01
3044,68,2022-02-01
3045,2,2022-02-01
3046,67,2022-02-01
3047,38,2022-02-01
3048,32,2022-02-01
3049,32,2022-02-01
3051,45,2022-02-01
3052,15,2022-02-01
3053,52,2022-02-01
3054,13,2022-02-01
3055,23,2022-02-01
3056,168,2022-02-01
3057,27,2022-02-01
3058,86,2022-02-01
3059,62,2022-02-01
3060,32,2022-02-01
3061,90,2022-02-01
3062,26,2022-02-01
3063,1,2022-02-01
3064,315,2022-02-01
3065,15,2022-02-01
3066,41,2022-02-01
3067,27,2022-02-01
3068,23,2022-02-01
3070,50,2022-02-01
3071,34,2022-02-01
3072,157,2022-02-01
3073,101,2022-02-01
3074,78,2022-02-01
3075,36,2022-02-01
3076,133,2022-02-01
3078,64,2022-02-01
3079,42,2022-02-01
3081,47,2022-02-01
3082,75,2022-02-01
3083,91,2022-02-01
3084,55,2022-02-01
3085,33,2022-02-01
3087,25,2022-02-01
3088,68,2022-02-01
3089,46,2022-02-01
3090,15,2022-02-01
3091,1,2022-02-01
3093,11,2022-02-01
3094,23,2022-02-01
3095,83,2022-02-01
3096,7,2022-02-01
3097,6,2022-02-01
3099,16,2022-02-01
3101,71,2022-02-01
3102,20,2022-02-01
3103,45,2022-02-01
3104,63,2022-02-01
3105,29,2022-02-01
3106,42,2022-02-01
3107,36,2022-02-01
3108,261,2022-02-01
3109,77,2022-02-01
3111,35,2022-02-01
3113,20,2022-02-01
3114,22,2022-02-01
3115,11,2022-02-01
3116,40,2022-02-01
3121,381,2022-02-01
3122,72,2022-02-01
3123,46,2022-02-01
3124,45,2022-02-01
3125,95,2022-02-01
3126,25,2022-02-01
3127,51,2022-02-01
3128,66,2022-02-01
3129,41,2022-02-01
3130,116,2022-02-01
3131,100,2022-02-01
3132,47,2022-02-01
3133,56,2022-02-01
3134,153,2022-02-01
3135,56,2022-02-01
3136,154,2022-02-01
3137,58,2022-02-01
3138,71,2022-02-01
3139,53,2022-02-01
3140,72,2022-02-01
3141,76,2022-02-01
3142,56,2022-02-01
3143,17,2022-02-01
3144,52,2022-02-01
3145,62,2022-02-01
3146,59,2022-02-01
3147,24,2022-02-01
3148,21,2022-02-01
3149,110,2022-02-01
3150,201,2022-02-01
3151,45,2022-02-01
3152,100,2022-02-01
3153,89,2022-02-01
3154,11,2022-02-01
3155,59,2022-02-01
3156,137,2022-02-01
3158,22,2022-02-01
3159,9,2022-02-01
3160,24,2022-02-01
3161,35,2022-02-01
3162,52,2022-02-01
3163,82,2022-02-01
3164,4,2022-02-01
3165,68,2022-02-01
3166,82,2022-02-01
3167,23,2022-02-01
3168,112,2022-02-01
3169,49,2022-02-01
3170,262,2022-02-01
3171,39,2022-02-01
3172,52,2022-02-01
3173,90,2022-02-01
3174,77,2022-02-01
3175,255,2022-02-01
3177,18,2022-02-01
3178,110,2022-02-01
3179,22,2022-02-01
3180,23,2022-02-01
3181,65,2022-02-01
3182,48,2022-02-01
3183,28,2022-02-01
3184,28,2022-02-01
3185,95,2022-02-01
3186,67,2022-02-01
3187,45,2022-02-01
3188,52,2022-02-01
3189,65,2022-02-01
3190,38,2022-02-01
3191,33,2022-02-01
3192,119,2022-02-01
3193,53,2022-02-01
3194,36,2022-02-01
3195,137,2022-02-01
3196,62,2022-02-01
3197,38,2022-02-01
3198,73,2022-02-01
3199,195,2022-02-01
3200,6,2022-02-01
3201,95,2022-02-01
3202,17,2022-02-01
3204,118,2022-02-01
3205,108,2022-02-01
3206,28,2022-02-01
3207,101,2022-02-01
3211,3,2022-02-01
3212,86,2022-02-01
3213,27,2022-02-01
3214,36,2022-02-01
3215,71,2022-02-01
3216,181,2022-02-01
3217,62,2022-02-01
3218,61,2022-02-01
3219,48,2022-02-01
3220,240,2022-02-01
3221,20,2022-02-01
3222,55,2022-02-01
3223,31,2022-02-01
3224,49,2022-02-01
3225,36,2022-02-01
3226,64,2022-02-01
3227,26,2022-02-01
3228,85,2022-02-01
3230,13,2022-02-01
3231,9,2022-02-01
3232,6,2022-02-01
3233,7,2022-02-01
3236,1,2022-02-01
3237,1,2022-02-01
3238,4,2022-02-01
3239,1,2022-02-01
3240,5,2022-02-01
3241,18,2022-02-01
3242,3,2022-02-01
3249,13,2022-02-01
3250,41,2022-02-01
3251,5,2022-02-01
3260,18,2022-02-01
3264,15,2022-02-01
3265,10,2022-02-01
3266,18,2022-02-01
3267,2,2022-02-01
3268,9,2022-02-01
3269,3,2022-02-01
3270,3,2022-02-01
3271,2,2022-02-01
3272,9,2022-02-01
3273,1,2022-02-01
3274,2,2022-02-01
3275,3,2022-02-01
3277,8,2022-02-01
3278,2,2022-02-01
3279,1,2022-02-01
3280,156,2022-02-01
3281,8,2022-02-01
3282,9,2022-02-01
3283,9,2022-02-01
3284,12,2022-02-01
3285,10,2022-02-01
3286,4,2022-02-01
3287,3,2022-02-01
3289,5,2022-02-01
3292,3,2022-02-01
3293,3,2022-02-01
3294,3,2022-02-01
3300,48,2022-02-01
3301,8,2022-02-01
3302,1,2022-02-01
3303,2,2022-02-01
3304,13,2022-02-01
3305,35,2022-02-01
3309,1,2022-02-01
3310,1,2022-02-01
3311,8,2022-02-01
3312,9,2022-02-01
3314,6,2022-02-01
3315,6,2022-02-01
3317,1,2022-02-01
3318,6,2022-02-01
3319,1,2022-02-01
3321,7,2022-02-01
3322,1,2022-02-01
3324,3,2022-02-01
3325,1,2022-02-01
3328,14,2022-02-01
3329,1,2022-02-01
3331,33,2022-02-01
3332,2,2022-02-01
3334,1,2022-02-01
3335,29,2022-02-01
3336,63,2022-02-01
3337,128,2022-02-01
3338,93,2022-02-01
3340,98,2022-02-01
3341,8,2022-02-01
3342,14,2022-02-01
3345,7,2022-02-01
3350,246,2022-02-01
3351,38,2022-02-01
3352,83,2022-02-01
3355,134,2022-02-01
3356,42,2022-02-01
3357,18,2022-02-01
3358,9,2022-02-01
3360,5,2022-02-01
3361,4,2022-02-01
3363,9,2022-02-01
3364,9,2022-02-01
3370,5,2022-02-01
3371,8,2022-02-01
3373,5,2022-02-01
3374,1,2022-02-01
3375,2,2022-02-01
3377,27,2022-02-01
3379,1,2022-02-01
3380,22,2022-02-01
3381,4,2022-02-01
3384,4,2022-02-01
3385,2,2022-02-01
3387,1,2022-02-01
3388,4,2022-02-01
3390,6,2022-02-01
3392,2,2022-02-01
3393,8,2022-02-01
3395,5,2022-02-01
3396,4,2022-02-01
3400,67,2022-02-01
3401,26,2022-02-01
3407,1,2022-02-01
3409,3,2022-02-01
3412,1,2022-02-01
3414,3,2022-02-01
3418,9,2022-02-01
3419,2,2022-02-01
3423,1,2022-02-01
3424,3,2022-02-01
3427,20,2022-02-01
3428,3,2022-02-01
3429,113,2022-02-01
3430,1,2022-02-01
3431,14,2022-02-01
3432,1,2022-02-01
3433,2,2022-02-01
